0, 1
0, 1
7, 1
7, 1
9, 1
9, 1
7, 2
5, 1
5, 1
4, 1
4, 1
2, 1
2, 1
0, 2

0, 1
0, 1
7, 1
7, 1
9, 1
9, 1
7, 2
5, 1
5, 1
4, 1
4, 1
2, 1
2, 1
0, 2

7, 1
7, 1
5, 1
5, 1
4, 1
4, 1
2, 2
7, 1
7, 1
5, 1
5, 1
4, 1
4, 1
2, 2

0, 1
0, 1
7, 1
7, 1
9, 1
9, 1
7, 2
5, 1
5, 1
4, 1
4, 1
2, 1
2, 1
0, 2
