7, 1/2
7, 1/2

9, 1
7, 1
12, 1
11, 2
7, 1/2
7, 1/2

9, 1
7, 1
14, 1
12, 2
7, 1/2
7, 1/2

19, 1
16, 1
12, 1

11, 1
9, 1
17, 1/2
17, 1/2

16, 1
12, 1
14, 1

12, 3
